node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
DBN-GREY1-TSN232-NMMS,102,118,-4.4203324128594195e-16,10,79,1.3333333333333333,core influence
DBN-GREY1-TSN498-CAPRISA-ECRS,103,117,-4.4203324128594195e-16,10,79,1.2307692307692308,core influence
DBN-GREY1-TSN375-SANBI,104,116,-4.4203324128594195e-16,9,79,1.4166666666666667,core influence
DBN-GREY1-TSN132-MRC,105,115,-4.4203324128594195e-16,9,78,1.1666666666666667,core influence
DBN-GREY1-TSN151-DUTC,106,114,-4.4203324128594195e-16,9,78,1.25,core influence
DBN-GREY1-TSN97-CSIR,107,113,-4.4203324128594195e-16,9,78,1.2307692307692308,core influence
JNB-GREY2-TSN99-CSMI,108,112,-4.4203324128594195e-16,9,77,1.1666666666666667,core influence
DBN-GREY1-TSN176-UNISAM,109,111,-4.4203324128594195e-16,9,76,1.0769230769230769,core influence
DBN-GREY1-TSN662-CAPRISA-KDH,110,110,-4.4203324128594195e-16,9,75,1.4545454545454546,core influence
JNB-NHLS-TSN677-SAND,111,109,-4.4203324128594195e-16,9,74,2.0,core influence
JNB-GREY2-TSN295-CSIR-CTF,112,108,-4.4203324128594195e-16,9,73,1.2727272727272727,core influence
DBN-GREY1-TSN13-CAO,113,107,-4.4203324128594195e-16,8,73,1.6363636363636365,core influence
JNB-GREY2-TSN659-WITS-CLMDC,114,106,-4.4203324128594195e-16,8,72,1.3333333333333333,core influence
JNB-GREY-TSN285-WITS-RMH,115,105,-4.4203324128594195e-16,8,71,1.6363636363636365,core influence
JNB-GREY-TSN284-WITS-HJH,116,104,-4.4203324128594195e-16,8,71,1.2727272727272727,core influence
DBN-GREY1-TSN231-UKZNW-PE,117,103,-4.4203324128594195e-16,8,70,1.3333333333333333,core influence
JNB-GREY2-TSN171-UJSO,118,102,-4.4203324128594195e-16,8,69,1.2727272727272727,core influence
DUR-TSN19-MUT,119,101,-4.4203324128594195e-16,8,68,1.2727272727272727,core influence
PZB,120,100,-4.4203324128594195e-16,8,67,1.4,core influence
JNB-GREY1-TSN690-NHLS-BRAAM,121,99,-4.4203324128594195e-16,8,66,1.2727272727272727,core influence
JNB-GREY1-TSN110-WITSE,122,98,-4.4203324128594195e-16,8,65,1.6,core influence
JNB-TSN251-GIBS,123,97,-4.4203324128594195e-16,8,65,1.4,core influence
JNB-GREY1-TSN112-WITSM,124,96,-4.4203324128594195e-16,7,65,1.6,core influence
SDT-TSN535-UCT-GSB,125,95,-4.4203324128594195e-16,7,64,1.5,core influence
JNB-TSN949-GIBS-NORTH,126,94,-4.4203324128594195e-16,7,64,1.3,core influence
CAPE,127,93,-4.4203324128594195e-16,7,63,1.4,core influence
CAPE2,128,92,-4.4203324128594195e-16,7,62,1.8,core influence
ELS,129,91,-4.4203324128594195e-16,7,61,1.2,core influence
CPT-GREYSS2-TSN271-UCTRBG,130,90,-4.4203324128594195e-16,7,60,1.7777777777777777,core influence
CPT-GREYSS2-TSN270-UCTGSR,131,89,-4.4203324128594195e-16,6,61,1.7777777777777777,core influence
