node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
JNB-GREY-TSN285-WITS-RMH,166,54,-4.4203324128594195e-16,3,47,1.3333333333333333,degree
JNB-GREY1-TSN110-WITSE,167,53,-4.4203324128594195e-16,3,46,1.4285714285714286,degree
JNB-GREY1-TSN112-WITSM,168,52,0.0,2,47,1.3333333333333333,degree
JNB-GREY2-TSN295-CSIR-CTF,169,51,0.0,2,46,1.3333333333333333,degree
JNB-GREY1-TSN690-NHLS-BRAAM,170,50,0.0,2,45,1.3333333333333333,degree
JNB-GREY2-TSN171-UJSO,171,49,0.0,2,44,1.3333333333333333,degree
JNB-GREY2-TSN99-CSMI,172,48,0.0,2,43,1.4,degree
JNB-GREY2-TSN659-WITS-CLMDC,173,47,0.0,2,42,1.4,degree
JNB-TSN251-GIBS,174,46,0.0,2,41,1.2,degree
JNB-TSN949-GIBS-NORTH,175,45,0.0,1,41,1.2,degree
SDT-TSN535-UCT-GSB,176,44,0.0,1,41,1.2,degree
PZB-GREY1-TSN10-DUTRC,177,43,0.0,1,40,1.2,degree
PZB-GREY1-TSN384-SANBIP,178,42,0.0,1,39,1.2,degree
PZB-GREY1-TSN383-DUTI,179,41,0.0,1,39,1.0909090909090908,degree
VDP-GREY2-TSN139-NWUFAR,180,40,0.0,1,38,1.25,degree
VDP-GREY2-TSN484-DFA-VDBP,181,39,0.0,0,39,1.0,degree
VDP-GREY2-TSN598-VUT-EMF,182,38,0.0,0,38,1.0,degree
NLP-TSN344-UMP-DC2-PE,183,37,0.0,0,37,1.0,degree
PTA-TSN940-DHA-SOSH,184,36,0.0,0,36,1.0,degree
PTA-GREYN1-TSN354-TUT-MONITOR,185,35,0.0,0,35,1.0,degree
PTA-GREYS2-TSN509-UP-MAMC,186,34,0.0,0,34,1.0,degree
PTA-TSN397-ARCPPRI,187,33,0.0,0,33,1.0,degree
BFN-GREY1-TSN173-UNISAB,188,32,0.0,0,32,1.0,degree
BFN-GREY1-TSN246-UFSPSY,189,31,0.0,0,31,1.0,degree
KIM-TSN760-SPUC,190,30,0.0,0,30,1.0,degree
WEL1,191,29,0.0,0,29,1.0,degree
ELSIS,192,28,0.0,0,28,1.0,degree
CPT-GREYSLB1-TSN103-CSIR,193,27,0.0,0,27,1.0,degree
CPT-GREYSLB1-TSN292-ARCINFR,194,26,0.0,0,26,1.0,degree
CPT-GREYSS1-TSN500-CPUTSPR,195,25,0.0,0,25,1.0,degree
CPT-GREYSS1-TSN495-UCTVH,196,24,0.0,0,24,1.0,degree
CPT-TSN943-DHA-WYNBERG,197,23,0.0,0,23,1.0,degree
WACS,198,22,0.0,0,22,1.0,degree
WACS2,199,21,0.0,0,21,1.0,degree
BAAI,200,20,0.0,0,20,1.0,degree
SMT-TSN590-IMT,201,19,0.0,0,19,1.0,degree
AMLIGHT,202,18,0.0,0,18,1.0,degree
DBN-TSN935-DHA-UMGENI,203,17,0.0,0,17,1.0,degree
PHU,204,16,0.0,0,16,1.0,degree
BIY-TSN65-UFH-BHISHO-PE,205,15,0.0,0,15,1.0,degree
PTD-TSN216-WSU-PTD-PE,206,14,0.0,0,14,1.0,degree
UTE-TSN12-WSU-B-PE,207,13,0.0,0,13,1.0,degree
BAAIIS,208,12,0.0,0,12,1.0,degree
BLOEM3,209,11,0.0,0,11,1.0,degree
DURBS,210,10,0.0,0,10,1.0,degree
UNISA,211,9,0.0,0,9,1.0,degree
THY-TSN87-UNIVEN-MC-PE,212,8,0.0,0,8,1.0,degree
VDP,213,7,0.0,0,7,1.0,degree
PZB-TSN267-SAEON-GWFN,214,6,0.0,0,6,1.0,degree
PZB-TSN534-HSRC-SW,215,5,0.0,0,5,1.0,degree
PZB-TSN670-ARC-CACWL,216,4,0.0,0,4,1.0,degree
JOBURG,217,3,0.0,0,3,1.0,degree
VDP-GREY1-TSN90-VUTMC,218,2,0.0,0,2,1.0,degree
