node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
CPT-GREYCBD1-TSN650-NLSA-CFB,156,64,-3.9961409304266955e-16,9,43,1.4285714285714286,random
PTA-GREYN1-TSN391-TUT-KOSMOS,157,63,-3.9961409304266955e-16,9,42,1.8571428571428572,random
ZEH1,158,62,-3.9961409304266955e-16,9,41,2.2857142857142856,random
PTA1,159,61,-3.9961409304266955e-16,9,40,1.4285714285714286,random
CPT-GREYSLB1-TSN235-ILABS-FAURE,160,60,-4.4203324128594195e-16,7,42,1.5714285714285714,random
CPT-TSN943-DHA-WYNBERG,161,59,-5.30125419783593e-16,7,41,1.8333333333333333,random
PTA-GREYN1-TSN354-TUT-MONITOR,162,58,-4.682801402895228e-16,7,40,1.2857142857142858,random
DUR2,163,57,-4.4223024738913827e-16,6,40,1.5,random
BLOEM,164,56,-4.4223024738913827e-16,6,40,1.1428571428571428,random
PZB-GREY1-TSN383-DUTI,165,55,-4.586786872730907e-16,6,40,1.8333333333333333,random
PTA-GREYS2-TSN257-SANBI,166,54,-4.586786872730907e-16,6,39,1.5,random
CPT-GREYSS2-TSN800-UWC-CASAS,167,53,-5.598072317482437e-16,6,38,1.6666666666666667,random
VDP-GREY2-TSN598-VUT-EMF,168,52,-4.4203324128594195e-16,6,39,1.7142857142857142,random
CPT-GREYSLB1-TSN103-CSIR,169,51,-4.4203324128594195e-16,6,38,1.5,random
JNB-GREY2-TSN295-CSIR-CTF,170,50,-4.4203324128594195e-16,6,37,2.0,random
PTA-GREYS2-TSN261-ARC-HO-PE,171,49,-4.4203324128594195e-16,6,36,1.5,random
CPT-GREYCBD1-TSN277-CPUTB,172,48,-4.4203324128594195e-16,5,36,1.8,random
JNB-GREY1-TSN112-WITSM,173,47,-4.4203324128594195e-16,4,36,1.5,random
DBN-GREY1-TSN150-DUTB,174,46,-4.4203324128594195e-16,4,35,1.2,random
VDP-GREY1-TSN90-VUTMC,175,45,-4.4203324128594195e-16,4,34,1.2,random
JNB-TSN76-UNISA-FLORIDA-PE,176,44,-4.4203324128594195e-16,4,33,1.2,random
DBN-GREY1-TSN366-UKZNE-PE,177,43,-4.4203324128594195e-16,4,32,1.6,random
PTA-GREYS2-TSN263-MRC-MC-PE,178,42,-4.4203324128594195e-16,4,31,1.2,random
JNB-TSN251-GIBS,179,41,-4.4203324128594195e-16,3,31,1.4,random
PTA-GREYN1-TSN74-UP-MED-PE,180,40,-4.4203324128594195e-16,3,30,1.0,random
THY-TSN87-UNIVEN-MC-PE,181,39,-4.4203324128594195e-16,3,30,1.75,random
CPT-GREYCBD1-TSN276-CPUTOPT,182,38,0.0,2,30,1.0,random
BFN-GREY1-TSN242-UFSSC,183,37,0.0,2,30,1.5,random
CPT-TSN793-NSFAS-CBD,184,36,0.0,2,30,1.0,random
WITS,185,35,0.0,2,29,1.4,random
POTCH,186,34,0.0,2,28,1.5,random
AMLIGHT,187,33,0.0,2,27,1.0,random
DBN-TSN935-DHA-UMGENI,188,32,0.0,2,26,1.4,random
DBN-GREY1-TSN662-CAPRISA-KDH,189,31,0.0,2,25,1.4,random
PTA-GREYS3-TSN8-CHE,190,30,0.0,2,24,1.0,random
ELS1,191,29,0.0,2,23,1.0,random
CPT-GREYSS2-TSN271-UCTRBG,192,28,0.0,2,22,1.6666666666666667,random
CPT2,193,27,0.0,2,21,1.6666666666666667,random
PTA-GREYS2-TSN260-CGS,194,26,0.0,2,21,1.6666666666666667,random
CPT-GREYSS1-TSN144-CPUTGSH,195,25,0.0,2,20,1.6666666666666667,random
VDP,196,24,0.0,2,20,1.6666666666666667,random
CPT9,197,23,0.0,2,19,1.6666666666666667,random
VDP-GREY2-TSN484-DFA-VDBP,198,22,0.0,2,18,1.6666666666666667,random
PTA-GREYN1-TSN161-TUT-SOSN,199,21,0.0,2,17,1.6666666666666667,random
CPT-GREYBEL1-TSN278-UWCT,200,20,0.0,1,17,1.0,random
CPT-GREYSS2-TSN170-UCTSSI,201,19,0.0,1,16,1.0,random
PTA-TSN940-DHA-SOSH,202,18,0.0,1,15,1.3333333333333333,random
CPT-GREYSS1-TSN495-UCTVH,203,17,0.0,0,15,1.0,random
PTA-GREYS2-TSN660-NSF-NDI,204,16,0.0,0,14,1.0,random
CPT-GREYCBD1-TSN4-CPUTCPT,205,15,0.0,0,13,1.0,random
ISD1,206,14,0.0,0,12,1.0,random
PTA-GREYN1-TSN315-BREYTEN,207,13,0.0,0,12,1.0,random
CPT8,208,12,0.0,0,11,1.0,random
CPT-GREYSS1-TSN145-CPUTM,209,11,0.0,0,10,1.0,random
BLOEM3,210,10,0.0,0,9,1.0,random
DBN-GREY1-TSN151-DUTC,211,9,0.0,0,8,1.0,random
CPT-GREYSS1-TSN169-UCTRHR,212,8,0.0,0,7,1.0,random
UTT,213,7,0.0,0,6,1.0,random
PTA-GREYN1-TSN75-UPO,214,6,0.0,0,5,1.0,random
PTA-GREYN1-TSN389-SMU-MC-PE,215,5,0.0,0,5,1.0,random
PTA-GREYN1-TSN162-TUT-SOSS,216,4,0.0,0,4,1.0,random
BFN-GREY1-TSN245-UFSPELH,217,3,0.0,0,3,1.0,random
CPT-GREYBEL1-TSN812-UWC-DIH,218,2,0.0,0,2,1.0,random
